item_id,seller,ships_to,ships_from,category,first_seen,last_seen
736d1619e0,a19348fcd5,"United States of America","United States of America",49,1329272914,1329889784
3980c6d02a,a19348fcd5,"United States of America","United States of America",49,1329272921,1342914792
397a53392c,77d72ade1e,"United States of America","United States of America",56,1329284466,1337050934
376aba68e7,63efd3580d,Worldwide,undeclared,196,1329274610,1332988358
7757bc768f,fffceb6467,"United States of America","United States of America",48,1329273529,1331003401
41aaaea6f8,9283998c88,"United States of America",undeclared,22,1329275802,1330054960
9a04942281,eb5c8ec175,"United States of America","United States of America",151,1329267364,1329614638
4b78951afc,eb5c8ec175,"United States of America","United States of America",151,1329267364,1329614633
ffa4d660a0,eb5c8ec175,"United States of America","United States of America",151,1329267364,1329614636
e800067262,eb5c8ec175,"United States of America","United States of America",151,1329267364,1329614641
b1cb1164dc,eb5c8ec175,"United States of America","United States of America",151,1329267364,1329614643
f0b6fd0792,d31ccd0572,"United States of America","United States of America",46,1329276501,1334976378
4ec9b3b225,d31ccd0572,"United States of America","United States of America",46,1329276501,1329276501
28a6c4564e,ea69bf6d69,Worldwide,"United States of America",70,1329276598,1329704771
76f18845c9,d31ccd0572,"United States of America","United States of America",46,1329276501,1329276501
1da6777605,a19348fcd5,"United States of America","United States of America",49,1329272929,1329272929
ed0e764713,9e02539b66,Australia,Australia,144,1329264283,1338797198
80efbc4e78,9e02539b66,Australia,Australia,144,1329274114,1329359239
022125654c,9e02539b66,Australia,Australia,144,1329274114,1338797197
2aa38fb5ab,f6ac684a80,Worldwide,Germany,163,1329267310,1332113345
e0c5aa7147,c33e3ad79f,"USA and Canada",undeclared,92,1329276972,1330051231
fa14d98191,c33e3ad79f,"USA and Canada","United States of America",92,1329276972,1329276972
38c24109b4,9a2e6bef5c,Worldwide,Canada,70,1329274511,1329444209
beadac7e84,c33e3ad79f,"USA and Canada","United States of America",92,1329276972,1330042215
b1c7c81aec,c33e3ad79f,"USA and Canada","United States of America",25,1329270976,1330223490
106d4a73a1,eb5c8ec175,Worldwide,"United Kingdom",151,1329267364,1337132184
1775aad415,edb3fa21b1,"European Union",Germany,28,1329274393,1329359783
aeec5211ff,c02b16acb1,Worldwide,India,63,1329270052,1329270052
fddf921db4,f7f1ee7208,Worldwide,Spain,97,1329272391,1332381192
077259bfef,c02b16acb1,Worldwide,India,144,1329270052,1343105442
7561084d1d,c02b16acb1,Worldwide,India,144,1329270052,1343105438
d92f84c06a,c02b16acb1,Worldwide,India,144,1329270052,1343105436
24476b48af,c02b16acb1,Worldwide,India,144,1329270052,1336881367
cfcb36f26f,c02b16acb1,Worldwide,India,144,1329270052,1336881365
adb871e5f7,c02b16acb1,Worldwide,India,144,1329270052,1343105434
ea0a193227,c02b16acb1,Worldwide,India,144,1329270052,1343105432
0d59e029f1,c02b16acb1,Worldwide,India,144,1329270052,1336881358
d10d084199,16a14a77e2,Worldwide,Germany,23,1329277062,1338792753
fc6608b247,c02b16acb1,Worldwide,India,144,1329270052,1336881355
725eb69405,c02b16acb1,Worldwide,India,144,1329270052,1336881353
8c7d0aeb1e,c02b16acb1,Worldwide,India,144,1329270052,1336881352
115d5aff1d,04ed0e0533,"USA and Canada",Netherlands,161,1329273629,1332986750
7a652efc91,c02b16acb1,Worldwide,India,63,1329270052,1343105430
292850b713,f6ac684a80,Worldwide,Germany,63,1329270802,1329270802
dfa7141671,c02b16acb1,Worldwide,India,92,1329270052,1336881333
e4c531bc99,f6ac684a80,Worldwide,Germany,143,1329274142,1329274142
f332e3c600,ad265994fe,"European Union",undeclared,59,1329265058,1329265058
4de005639c,f4c289cf1c,Worldwide,undeclared,92,1329274123,1340069382
656e6073e9,c2d6aa33a1,Worldwide,"United Kingdom",79,1329282337,1330659966
97cff9eed0,82138a63d1,"European Union",Poland,22,1329276599,1329714998
0b93609b4a,526096552d,Worldwide,"United States of America",51,1329273509,1329273509
c8b47a0592,b110a93fd6,"United States of America","United States of America",56,1329274680,1337404328
e263a28572,82138a63d1,"European Union",Poland,22,1329276599,1329714996
ea974e965c,82138a63d1,"European Union",Poland,70,1329276599,1329714994
7dd812a20a,283684239a,"European Union",undeclared,63,1329270707,1329270707
485b28ab89,6c861ab0e2,Worldwide,Canada,70,1329277650,1329634017
97ba9d94b7,10334fc649,"United States of America","United States of America",1,1329277094,1329277094
28548ef9bf,c33e3ad79f,"USA and Canada","United States of America",25,1329270971,1333065614
1cb3dee374,ad265994fe,Worldwide,undeclared,59,1329265062,1329265062
64be15bbed,5eda5e1e3b,"EU, USA, and Canada","United Kingdom",144,1329269909,1343108832
02b5059155,c33e3ad79f,"USA and Canada","United States of America",56,1329274674,1329444576
b93099a923,5eda5e1e3b,"EU, USA, and Canada","United Kingdom",144,1329269909,1343108831
f3540e7e81,5eda5e1e3b,"EU, USA, and Canada","United Kingdom",144,1329269909,1343108829
75475e4f4c,5eda5e1e3b,Worldwide,"United Kingdom",144,1329269909,1343108827
e84deb4dd9,5eda5e1e3b,"EU, USA, and Canada","United Kingdom",144,1329269909,1343108824
5ab64a5e8b,5eda5e1e3b,"EU, USA, and Canada","United Kingdom",144,1329269909,1339209052
1f4921d4d9,10334fc649,"United States of America","United States of America",22,1329277094,1329277094
bd37d98ec1,53499da019,"United States of America","United States of America",98,1329274017,1343122219
484e1c5044,32064d7997,Worldwide,"United States of America",142,1329275402,1343100484
7250be6bc9,32064d7997,Worldwide,"United States of America",142,1329275403,1343100482
ddb52e7953,32064d7997,Worldwide,"United States of America",142,1329275403,1343100486
c608b75a4a,b2b2eb23c7,"United States of America","United States of America",36,1329278185,1329451583
31064f0be0,2c3a656a74,Worldwide,undeclared,63,1329270515,1333075484
0a6e717e86,b4cc7240aa,"United Kingdom","United Kingdom",55,1329274627,1329274627
96b6b1c223,4b1ca3a6e9,Worldwide,Netherlands,163,1329267310,1329267310
2d9311818e,4586127991,Worldwide,"United States of America",120,1329267310,1330044513
986dcc7803,526096552d,Worldwide,"United States of America",92,1329278457,1329358815
34d7571a98,17ca2c9f8c,Worldwide,Canada,70,1329279679,1329279679
9973403136,b2b2eb23c7,"United States of America","United States of America",36,1329278185,1329628677
e4abdd48ef,f3ab9c7fb2,"United States of America","United States of America",150,1329267384,1330580163
3ef3cf5540,2cc262d8e0,Worldwide,Hungary,74,1329276821,1337745100
ea361a9ab6,8c6d7e4797,"United States of America","United States of America",26,1329279987,1337059022
be9b51ab0b,41c4b09425,"United States of America","United States of America",28,1329282470,1329962660
1b60abfabc,41c4b09425,"United States of America","United States of America",28,1329282470,1329794824
7ed4418e65,41c4b09425,"United States of America","United States of America",28,1329282470,1329359790
df5d5ec4dd,b0ab5d16e2,"United States of America","United States of America",22,1329281739,1329439512
746446fb57,b0ab5d16e2,"United States of America","United States of America",22,1329281739,1330656169
9a577dc0d3,d31ccd0572,"United States of America","United States of America",70,1329279404,1329279404
3ef11f3d39,b0ab5d16e2,"United States of America","United States of America",22,1329281739,1330843477
b6af7703db,8c6d7e4797,"United States of America","United States of America",26,1329279987,1330482498
d2b4a069cb,b0ab5d16e2,"United States of America","United States of America",22,1329281739,1330656169
a43c37b18a,b0ab5d16e2,"United States of America","United States of America",22,1329281739,1330457121
36493c87e5,8b1346a372,Australia,Australia,70,1329282809,1329282809
3518b541da,f4c289cf1c,Worldwide,undeclared,92,1329283433,1332646319
cc7ff27288,f4c289cf1c,Worldwide,undeclared,92,1329283433,1343093688
dd23ba8fbe,1a89c167b3,Worldwide,"United States of America",61,1329295042,1329612864
946d10b25f,f4c289cf1c,Worldwide,undeclared,92,1329283433,1343093687
bc064b3f4e,f4c289cf1c,"United States of America","United States of America",92,1329283433,1330494648
a53725cb14,f4c289cf1c,"United States of America","United States of America",92,1329283433,1330494629
31e9dabd26,f4c289cf1c,Canada,Canada,92,1329283433,1330472877
eeaf620f92,f20b5749bc,"United States of America","United States of America",63,1329284832,1329873122
43f6b3e0b5,77d72ade1e,"United States of America","United States of America",166,1329284464,1329703594
4c08aae2a9,ac9672c4d4,Worldwide,"United States of America",70,1329281952,1333766470
442a615eee,6c861ab0e2,Worldwide,Canada,70,1329286277,1329286277
338958a02f,1a89c167b3,Worldwide,"United States of America",61,1329294537,1329612920
82967f60dc,3f77567e57,"USA and Canada",Canada,70,1329285064,1329285064
e6e8045255,a449f9207e,Worldwide,"United States of America",53,1329286964,1329286964
32beb493e1,1a89c167b3,Worldwide,"United States of America",61,1329295039,1329612874
b0314ada14,1a89c167b3,Worldwide,"United States of America",61,1329294549,1329612910
1d3089c52d,a19348fcd5,"United States of America","United States of America",70,1329285790,1329285790
e5224c009f,1a89c167b3,Worldwide,"United States of America",47,1329295042,1330834098
d8b9be4ca6,1a89c167b3,Worldwide,"United States of America",47,1329295042,1330834095
be1b5e2c60,1a89c167b3,Worldwide,"United States of America",47,1329295039,1330834091
c0aa3a1c2d,f6ac684a80,Worldwide,Germany,63,1329295039,1332204926
6b98428aaf,1a89c167b3,Worldwide,"United States of America",47,1329295042,1330834088
ab09ce70ef,1a89c167b3,Worldwide,"United States of America",47,1329295042,1330834085
c44e991a36,1a89c167b3,Worldwide,"United States of America",47,1329295042,1330834082
aa8a83ccf8,1a89c167b3,Worldwide,"United States of America",47,1329295042,1329790645
eaf624f92f,1a89c167b3,Worldwide,"United States of America",60,1329294549,1330834079
20871f513d,1a89c167b3,Worldwide,"United States of America",60,1329295042,1330831933
f0cf89e801,1a89c167b3,Worldwide,"United States of America",56,1329295042,1329618207
6cf7853f57,3d1e0fc3d4,"United States of America","United States of America",1,1329296211,1329787337
a498bf2434,1a89c167b3,Worldwide,"United States of America",56,1329295042,1330834076
1c0a8dce43,9f55f57827,"United States of America","United States of America",70,1329296781,1329357995
a7d03f4fc3,bea1cdb92c,"Australia and New Zeland",Australia,61,1329292825,1329292825
4503e6c921,bfad15c1f0,"EU, CH, and NO",Norway,22,1329367825,1330246885
210ebb5db9,8b54c215a6,"United States of America","United States of America",56,1329368275,1341473508
96633f947a,8b54c215a6,"United States of America","United States of America",56,1329368275,1343106252
5948f3a12f,d4f1cc91c8,Worldwide,undeclared,51,1329369223,1333938708
dc3da6f86d,d009c69c12,"United States of America",undeclared,48,1329358477,1337062373
7f381f6a53,fffceb6467,"United States of America","United States of America",48,1329358619,1334656717
00d4e876c4,17ad4cfc2e,"United States of America","United States of America",28,1329359716,1330924165
e8da3e7f6a,149be744fc,internet,"my hard drive",93,1329380534,1332729611
3d64f5e594,2cc262d8e0,"United Kingdom","United Kingdom",63,1329370845,1331005777
607079f5ad,9a2e6bef5c,Worldwide,Canada,22,1329360041,1329444207
e106a665c1,16a14a77e2,Worldwide,Germany,23,1329362624,1329890134
660e919e6f,a703e310f6,Worldwide,Netherlands,33,1329358221,1331013663
786081c754,9a2e6bef5c,Worldwide,Canada,28,1329359790,1340683406
faf679617a,a703e310f6,Worldwide,Netherlands,34,1329358221,1329880566
64c254f638,a703e310f6,Worldwide,Netherlands,35,1329358221,1332381406
a95b5b1f1a,9a2e6bef5c,Worldwide,Canada,28,1329359783,1330840482
c249bbeb76,9192f41bc8,"Australia and New Zeland",Australia,79,1329362661,1329362661
54ff3dbd22,9a2e6bef5c,Worldwide,Canada,70,1329360041,1329444203
753b872e14,9a2e6bef5c,Worldwide,Canada,28,1329359783,1330840481
e370cf125d,9a2e6bef5c,Worldwide,Canada,28,1329359783,1330052181
1c8d840299,dd4acbbbc5,Worldwide,"United Kingdom",25,1329357302,1331004650
218b1dbcee,dd4acbbbc5,Worldwide,"United Kingdom",25,1329357302,1331004643
9ed2271e44,8d99548ee7,Worldwide,Netherlands,70,1329358997,1330051382
bc9115fb61,8d99548ee7,Worldwide,Netherlands,70,1329358997,1329358997
3408a95b35,74f0e9af36,Worldwide,"United States of America",92,1329367351,1329453116
befb7fb89f,98556f6686,Worldwide,"United States of America",69,1329358842,1330659922
b2f5cf16a6,2cc262d8e0,Worldwide,Netherlands,5,1329357018,1337403354
73898d3ce3,98556f6686,Worldwide,"United States of America",92,1329361094,1330659920
27175b4c0a,2cc262d8e0,Worldwide,Netherlands,5,1329357018,1331026315
bc8c32a4a1,2cc262d8e0,Worldwide,Netherlands,5,1329357018,1331026313
9122dabb20,8f7e1f6466,"United Kingdom","United Kingdom",63,1329356873,1331024860
e0ba3c3998,53499da019,"United States of America","United States of America",98,1329359075,1343113661
7c65ef1bbd,53499da019,"United States of America","United States of America",94,1329355615,1343122506
f7729e1cfb,4b1ca3a6e9,Worldwide,Netherlands,168,1329356539,1333936548
f16b9cd7f5,53499da019,"United States of America","United States of America",155,1329359075,1343113677
f4da6caba2,53499da019,"United States of America","United States of America",58,1329359075,1343118035
c51e66e0be,4ede778164,Worldwide,Spain,23,1329357533,1329959687
b42da99f6f,c8d4ac2dee,"United States of America","United States of America",22,1329371381,1330233968
ec6b1eb1db,d2ca1a9c43,Worldwide,Indonesia,101,1329361938,1333947660
d42f2bcf79,10334fc649,"United States of America","United States of America",22,1329363626,1343115534
9cf5e7580f,526096552d,Worldwide,"United States of America",51,1329358684,1329358684
f3e0ca0fac,f1b4a51172,Worldwide,"United Kingdom",182,1329356678,1333414911
c2175adf24,410cc46128,"United States of America","United States of America",101,1329361940,1329361940
959de00633,410cc46128,"United States of America","United States of America",101,1329361940,1329361940
c59ff09c1d,367341abd1,"European Union",Finland,46,1329362441,1341967545
439c10d459,8f7e1f6466,"United Kingdom","United Kingdom",63,1329356873,1329356873
f100e7fb27,410cc46128,"United States of America","United States of America",101,1329361938,1329361938
fc4f9fd947,410cc46128,"United States of America","United States of America",101,1329361938,1329361938
fe67fb2d4b,18e28b4ec3,"United States of America","United States of America",23,1329362374,1330233708
d47cac78a2,10334fc649,"United States of America","United States of America",22,1329363626,1343091075
8417bb17ea,526096552d,Worldwide,"United States of America",51,1329358684,1329358684
5967702d91,410cc46128,"United States of America","United States of America",100,1329361927,1329361927
0bd90950eb,b4cc7240aa,"United Kingdom","United Kingdom",55,1329360183,1330667686
a136a1d9ae,32064d7997,Worldwide,"United States of America",93,1329361458,1343087671
71a0bfef7d,e2d0654090,"USA and Canada","United States of America",92,1329358018,1329960559
769a7a5566,e2d0654090,"USA and Canada","United States of America",92,1329358018,1329790740
a83270d71b,9f55f57827,"United States of America","United States of America",70,1329357994,1329357994
c16348702b,32064d7997,Worldwide,"United States of America",93,1329361458,1343100488
42baa37b58,e2d0654090,"USA and Canada","United States of America",60,1329353675,1337299917
b46c2985eb,32064d7997,Worldwide,"United States of America",93,1329361458,1343112400
7ea764450c,4b04f8649e,Worldwide,undeclared,70,1329356998,1329701715
d148c9c435,4b04f8649e,Worldwide,undeclared,70,1329356998,1329701714
cb485eb919,c33e3ad79f,"USA and Canada","United States of America",22,1329364203,1330576143
9387c18941,4b04f8649e,Worldwide,undeclared,70,1329356998,1329701711
27c1f4f5a9,c33e3ad79f,"USA and Canada","United States of America",22,1329364203,1330051516
8f0cf34ce9,fe0471b5ac,Worldwide,"United Kingdom",97,1329356768,1341036525
bbafb4f484,fe0471b5ac,Worldwide,"United Kingdom",97,1329356768,1341036541
21588f1365,10334fc649,"United States of America","United States of America",1,1329356768,1329356768
7d28172e6b,77d72ade1e,"United States of America","United States of America",63,1329356775,1332199926
fd2f8d0470,eb863d5060,"United States of America","United States of America",70,1329358393,1330259025
a6c2280453,204e3fcf7c,Worldwide,undeclared,48,1329382110,1330050644
cd4848b156,9283998c88,"United States of America","United States of America",56,1329361887,1335322190
1cca0a3818,204e3fcf7c,Worldwide,undeclared,48,1329382110,1330050641
8d09e5300a,27ae29606d,"USA and Canada","United States of America",70,1329362932,1329786928
a39ae59679,4243c16e69,Worldwide,undeclared,92,1329367357,1330225994
895a8ceb9d,9283998c88,"United States of America",undeclared,12,1329385865,1330853785
09823abb5c,9283998c88,"United States of America","United States of America",204,1329374289,1333937182
e0c62048ef,9283998c88,"United States of America","United States of America",204,1329381323,1333759826
977b4b0ff4,204e3fcf7c,Worldwide,undeclared,48,1329381325,1330050629
302c4c0878,9283998c88,"United States of America","United States of America",61,1329382952,1329953329
e348c5127e,9283998c88,"United States of America","United States of America",61,1329385431,1329953295
1cebb61aff,b19ad045c2,Worldwide,Canada,70,1329372310,1331004666
7f4bb4e35f,3f77567e57,"USA and Canada",Canada,59,1329373854,1335329697
dd39576f79,3d9c8ec96c,"United States of America","United States of America",171,1329373170,1329373170
dec42348de,27ae29606d,"USA and Canada","United States of America",70,1329373779,1329373779
0d9ea110e0,744d15b77d,"United States of America","United States of America",56,1329375503,1329793080
8a44dbbd91,9283998c88,"United States of America","United States of America",61,1329383705,1329953348
1081bebdab,dca0786ade,"EU, USA, and Canada",Canada,51,1329382959,1329881157
a5f34733e6,149be744fc,Worldwide,undeclared,141,1329378518,1332721783
218860d697,fd065ea99a,"United States of America","United States of America",63,1329378665,1329378665
e79b5bebca,fd065ea99a,"United States of America","United States of America",63,1329378665,1329378665
bd218b8e95,b57d8d9b22,"EU, USA, and Canada",undeclared,70,1329383705,1329453983
280b63f0fc,149be744fc,You,Me,93,1329380534,1332731451
c16c96835c,149be744fc,You,Me,93,1329380534,1332731448
e4c8e87ec8,149be744fc,worldwide,worldwide,93,1329380534,1332729609
d332045cc3,149be744fc,you,me,93,1329380534,1332731434
a1f2cf04b6,149be744fc,you,me,93,1329380534,1332731430
da39bed4fd,0d8550d7cf,"United States of America","United States of America",144,1329443375,1332662335
ffee45f698,d4f1cc91c8,Worldwide,undeclared,51,1329465454,1335318961
80c640128f,7f9875136b,Worldwide,"United States of America",52,1329444897,1335077468
3e15734335,b1e334d19c,Worldwide,undeclared,1,1329474601,1329717216
26e6a710cf,88c806953f,Worldwide,"United States of America",97,1329464099,1343092052
5bbc78e328,a0d627f582,Worldwide,undeclared,93,1329465287,1330135423
4054d66229,a0d627f582,Worldwide,undeclared,93,1329468156,1337327989
3486450c79,a0d627f582,Worldwide,undeclared,93,1329465285,1338788678
71e98b8d71,a0d627f582,Worldwide,undeclared,93,1329465285,1331002052
d627d95e9e,a0d627f582,Worldwide,undeclared,93,1329468156,1341118805
139382a1e2,a0d627f582,Worldwide,undeclared,93,1329465283,1337406753
99dea78f7e,a0d627f582,Worldwide,undeclared,93,1329465283,1333002318
8854fbe1ac,a0d627f582,Worldwide,undeclared,93,1329461494,1341111167
b5c42ed43c,7f9875136b,Worldwide,"United States of America",56,1329439285,1329882271
6c5d7a653c,a0d627f582,Worldwide,undeclared,93,1329461494,1341111159
4cd7abe258,ce3f9b83bb,Australia,Australia,22,1329461110,1329721991
481a9c12ca,b1e334d19c,Worldwide,undeclared,56,1329474667,1336281154
18025e4f08,b1e334d19c,Worldwide,undeclared,56,1329476063,1329705953
0b1211bc70,17ad4cfc2e,"United States of America","United States of America",28,1329447741,1330236488
87ce7769d4,ce3f9b83bb,Australia,Australia,22,1329454875,1329790276
b7b79ff2ab,ce3f9b83bb,Australia,Australia,22,1329461111,1329714891
897daa888a,d0975482ac,"United States of America","United States of America",22,1329439313,1331033670
4789673ce0,d0975482ac,"United States of America","United States of America",22,1329439313,1331026695
645560ba9d,7f9875136b,Worldwide,"United States of America",48,1329439313,1336444179
ef9c85b024,7f9875136b,Worldwide,"United States of America",48,1329439313,1329439313
f3e40dcc20,d0975482ac,"United States of America","United States of America",22,1329439259,1331026908
24270cf542,b2b2eb23c7,"United States of America","United States of America",70,1329454089,1329454089
55406a7131,71c12bf344,Worldwide,Canada,171,1329439258,1329972465
b50f806ddd,71c12bf344,Worldwide,Canada,171,1329439322,1329972394
821a5596c4,9283998c88,"United States of America","United States of America",189,1329441494,1335320146
972b7b6f6d,52361e5307,Worldwide,undeclared,94,1329437728,1330045059
2f9c8bb500,3d1e0fc3d4,Worldwide,"United States of America",33,1329438193,1330852451
f2c180e515,3d1e0fc3d4,Worldwide,"United States of America",6,1329438193,1329628902
ea619bbce7,c02b16acb1,Worldwide,China,96,1329439612,1343104269
ed60e0b8ae,3d1e0fc3d4,"United States of America","United States of America",22,1329434208,1330059891
3be3d75115,3d1e0fc3d4,Worldwide,"United States of America",22,1329438193,1330059837
71328df0e4,c02b16acb1,Worldwide,China,96,1329439612,1343104267
37345d8c8c,c02b16acb1,Worldwide,China,96,1329439612,1343104270
f0153e3cea,c02b16acb1,Worldwide,China,96,1329439612,1343104273
c44b76e5b3,c02b16acb1,Worldwide,China,96,1329439612,1343104276
8173b3fccf,9e02539b66,Australia,Australia,144,1329443442,1329971299
9329d5cdbb,f6ac684a80,Worldwide,Germany,63,1329460818,1329534444
862da3450e,05fe655351,"European Union","United Kingdom",22,1329459908,1329459908
c46504c282,f6ac684a80,Worldwide,Germany,63,1329440148,1330917382
4d02be4f62,389aac041c,Australia,Australia,70,1329442130,1329442130
1b7c9a16a6,526096552d,Worldwide,"United States of America",51,1329442751,1329442751
0233754b9e,f6ac684a80,"European Union",Germany,102,1329437366,1332201924
36f0f2f69c,2cc262d8e0,Worldwide,"United Kingdom",63,1329439826,1343105916
fa3747f4ca,17ca2c9f8c,Worldwide,Canada,70,1329454684,1335678395
e46bbd5cf0,17ca2c9f8c,Worldwide,Canada,70,1329454684,1329454684
314079d68c,526096552d,Worldwide,"United States of America",51,1329442755,1329442755
6c5cbcaab6,05e6148c08,Worldwide,"United States of America",186,1329436598,1340234017
b10f387c7f,05e6148c08,Worldwide,"United States of America",186,1329436598,1340234010
bc72d20abb,05e6148c08,Worldwide,"United States of America",186,1329436595,1340234014
745fb756e3,8430a9c4ec,Worldwide,Canada,59,1329441290,1331766075
97c834832c,9a2e6bef5c,Worldwide,Canada,70,1329444200,1329444200
1e208b6d15,8430a9c4ec,Worldwide,Canada,59,1329435341,1331010453
2eb2b09572,97154430fc,Worldwide,"United States of America",70,1329454632,1330499158
4375872cae,8430a9c4ec,Worldwide,Canada,59,1329441290,1331003579
95d5f690b3,a9f6798f8a,Worldwide,Canada,22,1329441023,1330049005
2d60df3a80,a9f6798f8a,Worldwide,Canada,22,1329441023,1330049003
9059c6fe82,f4c289cf1c,Worldwide,undeclared,1,1329452934,1329452934
1d52c8a66b,8430a9c4ec,Worldwide,Canada,34,1329441402,1335318230
4d6ade6d89,5d620ecf48,Worldwide,Canada,44,1329443710,1329620448
f1dd164e3b,4aa070036d,"United States of America","United States of America",1,1329450901,1330223615
880bcf5f5b,78751100e9,"United States of America","United States of America",22,1329449206,1330496082
fd380da0e4,dcf4764d26,"European Union",Netherlands,56,1329444580,1335753153
62ad586829,78751100e9,"United States of America","United States of America",22,1329449206,1330494812
9d4801a195,78751100e9,"United States of America","United States of America",22,1329449206,1330494812
384ff0daad,dcf4764d26,"European Union",Netherlands,56,1329444580,1336980119
20f3f066fb,5d620ecf48,Worldwide,Canada,44,1329443710,1329881800
ad0e9ab2b9,8430a9c4ec,Worldwide,Canada,166,1329441402,1337332173
2b222319c0,b46450f74f,"EU, USA, and Canada","United Kingdom",49,1329442195,1331025845
bab2a681fb,b46450f74f,Worldwide,"United Kingdom",49,1329439325,1331003828
9626ba001b,b46450f74f,Worldwide,"United Kingdom",49,1329439325,1331003825
80a35307fe,b46450f74f,Worldwide,"United Kingdom",23,1329439325,1333777881
7ba9e2ccdd,78751100e9,"United States of America","United States of America",22,1329439325,1330496082
66fec4bee8,149be744fc,Worldwide,undeclared,93,1329446115,1332731414
9666fc2a8f,fe0471b5ac,Worldwide,"United Kingdom",1,1329439333,1329787980
962d521fdb,8430a9c4ec,Worldwide,Canada,117,1329437243,1329437243
6e16872982,7f9875136b,Worldwide,"United States of America",48,1329439333,1330051086
632e9844d1,48b5a11a4d,"United States of America","United States of America",1,1329439183,1329439183
3706756754,71c12bf344,Worldwide,Canada,1,1329439333,1329962786
e3bbb03e2c,ef1de7aacc,Worldwide,undeclared,151,1329437354,1335998916
513c02b7a1,fe0471b5ac,Worldwide,"United Kingdom",70,1329439333,1329439333
17af2f15dc,78751100e9,"United States of America","United States of America",22,1329439333,1329892494
82a6d673db,8430a9c4ec,Worldwide,Canada,70,1329439333,1329439333
459b9c16e2,d1641a4dc2,"United States of America","United States of America",7,1329439333,1329439333
fe7d4c3ec1,1859cc4d9e,Worldwide,Germany,70,1329438575,1329701044
60857efd29,1859cc4d9e,Worldwide,Germany,70,1329448440,1337993002
8eb9f5ce71,1859cc4d9e,Worldwide,Germany,70,1329448440,1331963919
ca25bf29fa,2cc262d8e0,Worldwide,Spain,146,1329449514,1341977892
587fbda591,b2b2eb23c7,"United States of America","United States of America",12,1329454086,1335320237
0ace27d815,2cc262d8e0,Worldwide,Spain,146,1329449514,1341977891
2b35ed5750,b0ab5d16e2,"United States of America","United States of America",25,1329449297,1329958962
b28f15c648,2cc262d8e0,Worldwide,Spain,146,1329449514,1341977890
fe5959a5b4,2cc262d8e0,Worldwide,Spain,146,1329449514,1341977886
88c9452710,b0ab5d16e2,"United States of America","United States of America",24,1329449297,1330223645
1fe2e0d0a0,20f36f7f30,Worldwide,"United Kingdom",22,1329450286,1329713487
8420beff17,c33e3ad79f,"USA and Canada","United States of America",22,1329449738,1329962128
845d945a95,f7f1ee7208,Worldwide,undeclared,97,1329455043,1332381198
148e01757b,9192f41bc8,"Australia and New Zeland",Australia,70,1329459799,1329624019
9834efdaf6,20f36f7f30,Worldwide,"United Kingdom",22,1329463684,1337677534
4d4bfab129,20f36f7f30,Worldwide,"United Kingdom",63,1329476129,1343107028
8f5b871da6,20f36f7f30,Worldwide,"United Kingdom",63,1329476129,1332114872
c52a2aa842,2cc262d8e0,Worldwide,"United States of America",146,1329458988,1332209231
d404509699,2cc262d8e0,Worldwide,"United States of America",146,1329458988,1332209233
5d764d29d0,c33e3ad79f,"USA and Canada","United States of America",1,1329463684,1329795785
8a2fe96adf,c33e3ad79f,"USA and Canada","United States of America",79,1329463684,1331005220
4a4f561800,a0d627f582,"United States of America",undeclared,63,1329465283,1331009896
bb0812b2de,ee0fad56d8,Worldwide,Canada,49,1329476090,1329533447
2c25b905ab,51b9fb3e93,"USA and Canada","United States of America",142,1329461428,1343100470
cd4d80876f,ee0fad56d8,Worldwide,Canada,49,1329476132,1329533445
327d99e9b5,51b9fb3e93,"USA and Canada","United States of America",142,1329461428,1343100093
0ff44fd5ef,ee0fad56d8,Worldwide,Canada,49,1329476132,1329530193
4c98ece7da,a0d627f582,"United States of America",undeclared,46,1329465283,1330494637
e71e66752e,af5d75d3f7,"United States of America",undeclared,52,1329476129,1330052882
b0f976b5bc,41c4b09425,"United States of America","United States of America",28,1329462638,1329462638
166ffa0226,df1a721758,"USA and Canada","United States of America",142,1329462744,1330999868
11c745e164,ea69bf6d69,Worldwide,"United States of America",67,1329476129,1329704769
faeb71c616,74f0e9af36,Worldwide,"United States of America",92,1329476129,1337948043
713da770b1,c33e3ad79f,"USA and Canada","United States of America",22,1329476129,1329476129
0d9d1ca02d,878e9b2d14,"European Union",undeclared,70,1329476129,1330264999
7b1c2a2153,ce3f9b83bb,Worldwide,Australia,70,1329464988,1329464988
76981c1729,3d1e0fc3d4,Worldwide,"United States of America",70,1329477270,1329477270
82bb56ee4c,0238ba8732,Worldwide,Nauru,33,1329471035,1330576352
f5c6a9c6aa,0238ba8732,Worldwide,"Netherland Antilles",33,1329471035,1330576346
dd4e765951,0238ba8732,Worldwide,"Netherland Antilles",70,1329471035,1330576331
c416d45168,0238ba8732,Worldwide,Nepal,33,1329472189,1330576315
5accadfc2f,0238ba8732,Worldwide,"Netherland Antilles",33,1329472189,1330576310
f40618346a,0238ba8732,Worldwide,Netherlands,33,1329472189,1330576306
a15aa2b08e,0238ba8732,Worldwide,Netherlands,33,1329472189,1330576301
32f4845681,8fa635d335,"United States of America","United States of America",22,1329477049,1330494697
26c110db82,71c12bf344,Worldwide,Canada,58,1329443532,1329962794
7498d5f84e,a0d627f582,Worldwide,undeclared,93,1329461494,1339817990
418584592d,8430a9c4ec,Worldwide,Canada,34,1329451420,1335344308
